unix_time_s,dt_s,UTC,LOCAL,EMG1_Raw,EMG2_Raw,EMG3_Raw,EMG4_Raw,EMG5_Raw,EMG6_Raw,EMG7_Raw,EMG8_Raw,EMG1_Filtered,EMG2_Filtered,EMG3_Filtered,EMG4_Filtered,EMG5_Filtered,EMG6_Filtered,EMG7_Filtered,EMG8_Filtered,Accel1_Raw,Accel2_Raw,Accel3_Raw,Gyro1_Raw,Gyro2_Raw,Gyro3_Raw,Battery
1774821799.7733629,,2026-03-29T22:03:19.773,2026-03-29T18:03:19.773,-32086.53,-50694.795,-86446.44,-50760.27,-16926.524999999998,-21467.655,3791.835,-45928.89,-0.8633274302645837,-0.11518887724284446,0.41198473754709136,1.0711109571097035,1.2732285096024163,1.4478529362029997,0.463833426698151,-0.89858762691906,0.134338035,-0.778501425,0.622618035,-4.3338399999999995,1.96854,-8.75924,72.0
1774821799.7733712,8.344650268554688e-06,2026-03-29T22:03:19.773,2026-03-29T18:03:19.773,-32080.004999999997,-50692.275,-86444.86499999999,-50755.59,-16920.72,-21462.48,3792.7349999999997,-45923.265,0.8315416052382143,-2.533753067183672,-2.8504166410280303,-3.3245173389447236,-3.336880108057588,-2.019500272495679,3.0342205228594925,2.1998410786756515,0.134338035,-0.778501425,0.622618035,-4.3338399999999995,1.96854,-8.75924,72.0
1774821799.7733796,8.344650268554688e-06,2026-03-29T22:03:19.773,2026-03-29T18:03:19.773,-32078.655,-50694.93,-86452.515,-50760.45,-16924.995,-21468.96,3795.2549999999997,-45919.845,2.1739667885980825,-3.92381803068153,-5.08930440458303,-6.532667776530924,-6.773917437176603,-4.952350868111722,4.1796241275400545,4.368548141378108,0.134338035,-0.778501425,0.622618035,-4.3338399999999995,1.96854,-8.75924,72.0
1774821799.7733836,4.0531158447265625e-06,2026-03-29T22:03:19.773,2026-03-29T18:03:19.773,-32076.585,-50700.104999999996,-86463.54,-50774.534999999996,-16941.149999999998,-21485.79,3785.355,-45916.74,2.496549642572616,-3.632470756198467,-5.231490008707899,-7.044808875380226,-7.435665173631958,-6.011487826236384,3.276901830599334,4.537409106110857,0.134338035,-0.778501425,0.622618035,-4.3338399999999995,1.96854,-8.75924,72.0
1774821799.7781973,0.004813671112060547,2026-03-29T22:03:19.778,2026-03-29T18:03:19.778,-32078.295,-50701.814999999995,-86473.8,-50785.83,-16951.995,-21497.445,3745.2599999999998,-45924.255,1.6127886855176787,-1.729259432631873,-3.0612500720576756,-4.4596829795558675,-4.8496084692461014,-4.540836393794521,0.7043189635487299,2.5597147465720322,0.134338035,-0.778501425,0.622618035,-4.3338399999999995,1.96854,-8.75924,72.0
1774821799.7782142,1.6927719116210938e-05,2026-03-29T22:03:19.778,2026-03-29T18:03:19.778,-32075.37,-50697.63,-86468.44499999999,-50778.045,-16944.3,-21492.585,3727.2149999999997,-45924.795,-0.07665962027793521,0.9991650853235964,0.6129437006105763,0.2558116946561816,0.031298605857128355,-0.9492595937983852,-2.3196655372831096,-0.6889422260830608,0.134338035,-0.778501425,0.622618035,-4.3338399999999995,1.96854,-8.75924,72.0
1774821799.787022,0.008807897567749023,2026-03-29T22:03:19.787,2026-03-29T18:03:19.787,-32089.725,-50695.83,-86456.025,-50759.82,-16923.825,-21473.46,3750.66,-45940.005,-1.7650257877683986,3.3742418598725545,4.245810178284329,5.112429119041354,5.160898190045153,3.354928962915791,-4.317222815671221,-3.7015796105804837,0.13134732,-0.779355915,0.623472525,-3.3571999999999997,2.71628,-8.49982,72.0
1774821799.787033,1.0967254638671875e-05,2026-03-29T22:03:19.787,2026-03-29T18:03:19.787,-32086.485,-50690.88,-86449.72499999999,-50750.505,-16911.315,-21458.52,3807.1349999999998,-45931.005,-2.626259843133021,4.336142398907615,6.202851075965969,7.936962089559189,8.25584760028738,6.503991212665055,-4.272681035154255,-5.044325126169828,0.13134732,-0.779355915,0.623472525,-3.3571999999999997,2.71628,-8.49982,72.0
1774821799.787043,1.0013580322265625e-05,2026-03-29T22:03:19.787,2026-03-29T18:03:19.787,-32073.795,-50686.02,-86447.79,-50748.119999999995,-16907.985,-21452.445,3836.16,-45912.869999999995,-2.22160593136192,3.4179738596580282,5.498457717940234,7.350978721800882,7.819004871292614,6.985883555286102,-2.1420793466986097,-4.042690659218321,0.13134732,-0.779355915,0.623472525,-3.3571999999999997,2.71628,-8.49982,72.0
1774821799.7870471,4.0531158447265625e-06,2026-03-29T22:03:19.787,2026-03-29T18:03:19.787,-32076.495,-50695.65,-86461.2,-50764.095,-16924.545,-21466.89,3827.8799999999997,-45911.97,-0.7250401660640815,0.9708204570872688,2.2902446269232004,3.446628981143411,3.8687705256802536,4.377209292781963,1.102835020151254,-1.1196402789336741,0.13134732,-0.779355915,0.623472525,-3.3571999999999997,2.71628,-8.49982,72.0
